gene	gene_id	scaffold	auxiliary_score	amg_flags	gene_description	module	sheet	header	subheader	potential_amg	gene_id_origin	metabolism	reference	verified
WATLvirus_00045928-cat_1_71	PF01073	WATLvirus_00045928-cat_1	2	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00045928-cat_1_71	PF01370	WATLvirus_00045928-cat_1	2	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00045928-cat_1_71	PF04321	WATLvirus_00045928-cat_1	2	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00046396-cat_2_5	PF11775	WATLvirus_00046396-cat_2	3	MKF	Cobalamin biosynthesis protein CobT VWA domain						amg_database		Roux et al. 2016	False
WATLvirus_00046396-cat_2_5	PF06213	WATLvirus_00046396-cat_2	3	MKF	Cobalamin biosynthesis protein CobT						amg_database		Roux et al. 2016	False
WATLvirus_00046423-cat_1_2	PF03567	WATLvirus_00046423-cat_1	1	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00046476-cat_1_3	PF13469	WATLvirus_00046476-cat_1	1	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00046488-cat_2_6	PF02867	WATLvirus_00046488-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00046490-cat_2_3	PF01242	WATLvirus_00046490-cat_2	3	MKF	6-pyruvoyl tetrahydropterin synthase						amg_database		Roux et al. 2016	False
WATLvirus_00056092-cat_1_39	PF13385	WATLvirus_00056092-cat_1	2	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00056145-cat_2_7	PF01227	WATLvirus_00056145-cat_2	3	MKF	GTP cyclohydrolase I						amg_database		Roux et al. 2016	False
WATLvirus_00057349-cat_2_13	PF02867	WATLvirus_00057349-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00057349-cat_2_13	PF00317	WATLvirus_00057349-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00057349-cat_2_13	EC:1.17.4.1	WATLvirus_00057349-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00057349-cat_2_13	K00525	WATLvirus_00057349-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00057369-cat_2_4	PF02562	WATLvirus_00057369-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00057369-cat_2_4	K06217	WATLvirus_00057369-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00057449-cat_2_2	PF02867	WATLvirus_00057449-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00057449-cat_2_3	PF01503	WATLvirus_00057449-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060528-cat_1_33	PF02867	WATLvirus_00060528-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00060630-cat_2_6	PF01503	WATLvirus_00060630-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060653-cat_2_8	PF01503	WATLvirus_00060653-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060658-cat_2_7	PF00534	WATLvirus_00060658-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00060671-cat_2_2	PF02867	WATLvirus_00060671-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00060671-cat_2_2	EC:1.17.4.1	WATLvirus_00060671-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00060671-cat_2_2	K00525	WATLvirus_00060671-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00060672-cat_2_3	PF01654	WATLvirus_00060672-cat_2	3	MKF	Bacterial Cytochrome Ubiquinol Oxidase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060709-cat_2_2	PF03446	WATLvirus_00060709-cat_2	3	MKF	NAD binding domain of 6-phosphogluconate dehydrogenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060709-cat_2_2	PF03721	WATLvirus_00060709-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00060709-cat_2_2	PF00984	WATLvirus_00060709-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00060714-cat_2_5	PF01073	WATLvirus_00060714-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00060714-cat_2_5	PF01370	WATLvirus_00060714-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00060714-cat_2_5	PF04321	WATLvirus_00060714-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00060726-cat_2_4	PF03721	WATLvirus_00060726-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00060726-cat_2_4	PF00984	WATLvirus_00060726-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00060745-cat_1_3	PF13385	WATLvirus_00060745-cat_1	1	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00060745-cat_1_4	PF13385	WATLvirus_00060745-cat_1	1	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00060763-cat_2_4	PF01503	WATLvirus_00060763-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060840-cat_2_4	PF01503	WATLvirus_00060840-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00060876-cat_1_4	PF01370	WATLvirus_00060876-cat_1	2	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00060876-cat_1_4	PF04321	WATLvirus_00060876-cat_1	2	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00060891-cat_1_3	PF02562	WATLvirus_00060891-cat_1	2	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00067722-cat_1_2	PF00534	WATLvirus_00067722-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00067722-cat_1_3	PF01370	WATLvirus_00067722-cat_1	1	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00067722-cat_1_3	PF04321	WATLvirus_00067722-cat_1	1	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00067791-cat_2_2	PF01467	WATLvirus_00067791-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00067791-cat_2_3	PF01073	WATLvirus_00067791-cat_2	3	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00067791-cat_2_3	PF01370	WATLvirus_00067791-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00067791-cat_2_3	PF04321	WATLvirus_00067791-cat_2	3	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00067857-cat_2_5	PF00534	WATLvirus_00067857-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00067861-cat_1_3	PF13759	WATLvirus_00067861-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00067861-cat_1_5	PF13759	WATLvirus_00067861-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00114208-cat_1_14	PF02562	WATLvirus_00114208-cat_1	1	MK	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00114208-cat_1_14	K06217	WATLvirus_00114208-cat_1	1	MK	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00114208-cat_1_28	PF00625	WATLvirus_00114208-cat_1	1	MK	Guanylate kinase						amg_database		Roux et al. 2016	False
WATLvirus_00114208-cat_1_32	PF11775	WATLvirus_00114208-cat_1	1	MK	Cobalamin biosynthesis protein CobT VWA domain						amg_database		Roux et al. 2016	False
WATLvirus_00114208-cat_1_32	PF06213	WATLvirus_00114208-cat_1	1	MK	Cobalamin biosynthesis protein CobT						amg_database		Roux et al. 2016	False
WATLvirus_00114208-cat_1_53	PF02867	WATLvirus_00114208-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00114208-cat_1_53	PF00317	WATLvirus_00114208-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00114210-cat_1_5	PF00291	WATLvirus_00114210-cat_1	2	MKF	Pyridoxal-phosphate dependent enzyme						amg_database	M	Roux et al. 2016	False
WATLvirus_00114213-cat_1_59	PF00551	WATLvirus_00114213-cat_1	2	MKF	Formyl transferase						amg_database	M	Roux et al. 2016	False
WATLvirus_00114280-cat_2_12	PF11775	WATLvirus_00114280-cat_2	3	MKF	Cobalamin biosynthesis protein CobT VWA domain						amg_database		Roux et al. 2016	False
WATLvirus_00114336-cat_2_5	PF01832	WATLvirus_00114336-cat_2	3	MKF	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase						amg_database		Roux et al. 2016	False
WATLvirus_00114363-cat_2_5	PF02867	WATLvirus_00114363-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00154252-cat_1_49	PF02867	WATLvirus_00154252-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00154252-cat_1_49	EC:1.17.4.1	WATLvirus_00154252-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00154252-cat_1_49	K00525	WATLvirus_00154252-cat_1	2	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00154252-cat_1_54	PF00291	WATLvirus_00154252-cat_1	2	MK	Pyridoxal-phosphate dependent enzyme						amg_database	M	Roux et al. 2016	False
WATLvirus_00154252-cat_1_72	PF01503	WATLvirus_00154252-cat_1	2	MK	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00154256-cat_1_40	PF00551	WATLvirus_00154256-cat_1	2	MK	Formyl transferase						amg_database	M	Roux et al. 2016	False
WATLvirus_00154302-cat_2_7	PF01734	WATLvirus_00154302-cat_2	3	MKF	Patatin-like phospholipase						amg_database		Roux et al. 2016	False
WATLvirus_00182562-cat_1_32	PF13385	WATLvirus_00182562-cat_1	2	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00182631-cat_2_6	PF02562	WATLvirus_00182631-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00182631-cat_2_6	K06217	WATLvirus_00182631-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00182634-cat_2_2	PF00534	WATLvirus_00182634-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00182634-cat_2_5	PF01050	WATLvirus_00182634-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00182637-cat_1_7	PF13759	WATLvirus_00182637-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00182682-cat_1_3	PF00534	WATLvirus_00182682-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00182743-cat_2_7	PF01467	WATLvirus_00182743-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00182804-cat_1_6	PF01467	WATLvirus_00182804-cat_1	2	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00182804-cat_1_8	PF00534	WATLvirus_00182804-cat_1	2	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00188505-cat_2_3	PF02867	WATLvirus_00188505-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00188514-cat_1_8	PF13661	WATLvirus_00188514-cat_1	2	MKF	2OG-Fe(II) oxygenase superfamily						amg_database	M	Roux et al. 2016	False
WATLvirus_00188520-cat_1_5	PF13759	WATLvirus_00188520-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00188527-cat_1_3	PF13759	WATLvirus_00188527-cat_1	2	MKF	Putative 2OG-Fe(II) oxygenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00188530-cat_2_3	PF00733	WATLvirus_00188530-cat_2	3	MKF	Asparagine synthase						amg_database	M	Roux et al. 2016	False
WATLvirus_00188530-cat_2_5	PF01467	WATLvirus_00188530-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00188538-cat_1_7	PF02543	WATLvirus_00188538-cat_1	2	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00188541-cat_1_7	PF00534	WATLvirus_00188541-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00188555-cat_2_6	PF03446	WATLvirus_00188555-cat_2	3	MKF	NAD binding domain of 6-phosphogluconate dehydrogenase						amg_database	M	Roux et al. 2016	False
WATLvirus_00188555-cat_2_6	PF03721	WATLvirus_00188555-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00188555-cat_2_6	PF00984	WATLvirus_00188555-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00188555-cat_2_7	PF03721	WATLvirus_00188555-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00188555-cat_2_7	PF00984	WATLvirus_00188555-cat_2	3	MKF	UDP-glucose/GDP-mannose dehydrogenase family, central domain						amg_database		Roux et al. 2016	False
WATLvirus_00188563-cat_1_7	PF00534	WATLvirus_00188563-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00188588-cat_1_8	PF01073	WATLvirus_00188588-cat_1	2	MKF	3-beta hydroxysteroid dehydrogenase/isomerase family						amg_database	M	Roux et al. 2016	False
WATLvirus_00188588-cat_1_8	PF01370	WATLvirus_00188588-cat_1	2	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00188588-cat_1_8	PF04321	WATLvirus_00188588-cat_1	2	MKF	RmlD substrate binding domain						amg_database		Roux et al. 2016	False
WATLvirus_00188598-cat_1_2	PF02543	WATLvirus_00188598-cat_1	2	MKF	Carbamoyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00188601-cat_1_3	PF13385	WATLvirus_00188601-cat_1	2	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00188639-cat_2_2	PF01370	WATLvirus_00188639-cat_2	3	MKF	NAD dependent epimerase/dehydratase family						amg_database		Roux et al. 2016	False
WATLvirus_00188639-cat_2_4	PF03567	WATLvirus_00188639-cat_2	3	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00188639-cat_2_6	PF01467	WATLvirus_00188639-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00188639-cat_2_6	PF01050	WATLvirus_00188639-cat_2	3	MKF	manA; mannose-6-phosphate isomerase						amg_database	M	Roux et al. 2016; Hurwitz et al. 2015	False
WATLvirus_00188698-cat_2_5	PF05996	WATLvirus_00188698-cat_2	3	MKF	Ferredoxin-dependent bilin reductase						amg_database		Roux et al. 2016	False
WATLvirus_00188698-cat_2_6	PF01126	WATLvirus_00188698-cat_2	3	MKF	Heme oxygenase						amg_database		Roux et al. 2016	False
WATLvirus_00188708-cat_2_3	PF00534	WATLvirus_00188708-cat_2	3	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00188784-cat_2_4	PF02562	WATLvirus_00188784-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00188784-cat_2_4	K06217	WATLvirus_00188784-cat_2	3	MKF	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00188816-cat_2_4	PF13385	WATLvirus_00188816-cat_2	3	MKF	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00194355-cat_1_4	EC:3.1.3.1	WATLvirus_00194355-cat_1	2	MKEF	phoA; alkaline phosphatase	M00126					amg_database		Zeng et al. 2012	True
WATLvirus_00194355-cat_1_66	PF00685	WATLvirus_00194355-cat_1	2	MKF	Sulfotransferase domain						amg_database		Roux et al. 2016	False
WATLvirus_00194488-cat_1_6	PF01734	WATLvirus_00194488-cat_1	2	MKF	Patatin-like phospholipase						amg_database		Roux et al. 2016	False
WATLvirus_00194489-cat_1_9	PF00534	WATLvirus_00194489-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00194489-cat_1_10	PF00534	WATLvirus_00194489-cat_1	1	MKF	Glycosyl transferases group 1						amg_database		Roux et al. 2016	False
WATLvirus_00194498-cat_1_9	PF03567	WATLvirus_00194498-cat_1	1	MKF	Sulfotransferase family						amg_database		Roux et al. 2016	False
WATLvirus_00194537-cat_1_4	PF06508	WATLvirus_00194537-cat_1	2	MKF	Queuosine biosynthesis protein QueC						amg_database		Roux et al. 2016	False
WATLvirus_00194573-cat_2_8	PF01467	WATLvirus_00194573-cat_2	3	MKF	Cytidylyltransferase						amg_database		Roux et al. 2016	False
WATLvirus_00194604-cat_2_6	PF01503	WATLvirus_00194604-cat_2	3	MKF	Phosphoribosyl-ATP pyrophosphohydrolase						amg_database	M	Roux et al. 2016	False
WATLvirus_00194608-cat_2_2	PF02867	WATLvirus_00194608-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00194714-cat_2_2	PF00291	WATLvirus_00194714-cat_2	3	MKF	Pyridoxal-phosphate dependent enzyme						amg_database	M	Roux et al. 2016	False
WATLvirus_00194733-cat_2_2	PF02867	WATLvirus_00194733-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00194866-cat_2_4	PF02867	WATLvirus_00194866-cat_2	3	MKEF	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00209936-cat_1_11	PF13385	WATLvirus_00209936-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00209936-cat_1_13	PF13385	WATLvirus_00209936-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00209936-cat_1_14	PF13385	WATLvirus_00209936-cat_1	1	MK	Concanavalin A-like lectin; extracellular arabinase						amg_database		Emerson et al. 2018	False
WATLvirus_00209936-cat_1_105	PF02867	WATLvirus_00209936-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00209936-cat_1_105	EC:1.17.4.1	WATLvirus_00209936-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00209936-cat_1_105	K00525	WATLvirus_00209936-cat_1	1	MKE	nrdA/nrdB; ribonucleotide reductase (RNR)	M00053					amg_database		Thompson et al. 2011; Sullivan et al. 2005	True
WATLvirus_00209936-cat_1_108	PF00464	WATLvirus_00209936-cat_1	1	MK	Serine hydroxymethyltransferase						amg_database	M	Roux et al. 2016	False
WATLvirus_00209936-cat_1_109	PF01654	WATLvirus_00209936-cat_1	1	MK	Bacterial Cytochrome Ubiquinol Oxidase						amg_database	M	Roux et al. 2016	False
WATLvirus_00209936-cat_1_124	PF02562	WATLvirus_00209936-cat_1	1	MK	phoH; phosphate starvation-inducible protein						amg_database		Zeng et al. 2012; Sullivan et al. 2005	False
WATLvirus_00209936-cat_1_126	PF03567	WATLvirus_00209936-cat_1	1	MK	Sulfotransferase family						amg_database		Roux et al. 2016	False
