seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k141_3245226	7669	No terminal repeats	8	11	0.893	NA	0	0	NA	NA
k141_931543	7668	No terminal repeats	7	11	0.7548	NA	0	0.7327	NA	NA
k141_3317314	7655	No terminal repeats	5	11	0.7639	NA	0	1.2044	NA	NA
k141_3768692	7655	No terminal repeats	10	11	0.7024	NA	0	0	NA	NA
k141_2675689	7651	No terminal repeats	12	11	0.8202	NA	0	0	NA	NA
k141_3349888	7644	No terminal repeats	4	11	0.7751	NA	0	0.5614	NA	NA
k141_1885191	7639	No terminal repeats	10	11	0.9716	NA	0	5.8671	NA	NA
k141_171381	7636	No terminal repeats	8	11	0.9284	NA	0	0.8429	NA	NA
k141_2643270	7627	No terminal repeats	7	11	0.7115	NA	0	0.3702	NA	NA
k141_2042882	7626	No terminal repeats	13	11	0.9209	NA	0	1.033	NA	NA
k141_3603904	7623	No terminal repeats	6	11	0.9887	NA	1	4.4002	NA	NA
k141_3098504	7623	No terminal repeats	10	11	0.9	NA	0	0.2987	NA	NA
k141_3265514	7622	No terminal repeats	11	11	0.8894	NA	0	0	NA	NA
k141_2991587	7619	No terminal repeats	8	11	0.8702	NA	0	1.4825	NA	NA
k141_1132902	7618	No terminal repeats	8	11	0.9338	NA	0	0.2999	NA	NA
k141_1146500	7618	No terminal repeats	5	11	0.7915	NA	0	0.1818	NA	NA
k141_62557	7615	No terminal repeats	6	11	0.785	NA	0	0.2373	NA	NF033145
k141_1328494	7598	DTR	11	11	0.965	NA	0	1.0302	NA	NA
k141_3306644	7597	No terminal repeats	6	11	0.9639	NA	0	0.0929	NA	NA
k141_3703968	7594	No terminal repeats	4	11	0.884	NA	0	1.6216	NA	NA
k141_492786	7586	No terminal repeats	7	11	0.8325	NA	0	0.6835	NA	NA
k141_1733052	7578	No terminal repeats	10	11	0.9565	NA	0	0.5445	NA	NA
k141_2466963	7575	No terminal repeats	13	11	0.8177	NA	0	0	NA	NA
k141_910972	7571	No terminal repeats	8	11	0.821	NA	0	0.6386	NA	NA
k141_916581	7570	No terminal repeats	8	11	0.9341	NA	0	2.001	NA	NA
k141_1826187	7570	No terminal repeats	3	11	0.8368	NA	0	0	NA	NA
k141_2932212	7567	No terminal repeats	7	11	0.7481	NA	0	0.2146	NA	NA
k141_928260	7565	No terminal repeats	7	11	0.9261	NA	0	1.3525	NA	NA
k141_1856635	7564	No terminal repeats	14	11	0.8171	NA	0	0	NA	NA
k141_2214358	7558	No terminal repeats	9	11	0.9871	NA	0	4.5021	NA	NA
k141_323792	7558	No terminal repeats	7	11	0.8622	NA	0	0.3254	NA	NA
k141_1872953	7558	No terminal repeats	12	11	0.8436	NA	0	0	NA	NA
k141_1641013	7552	No terminal repeats	10	11	0.8876	NA	0	0.5579	NA	NA
k141_2988891	7547	No terminal repeats	14	11	0.8638	NA	0	0	NA	NA
k141_1084630	7546	No terminal repeats	12	11	0.8597	NA	0	2.5072	NA	NA
k141_635952	7541	No terminal repeats	10	11	0.9862	NA	0	2.7091	NA	NA
k141_848326	7532	No terminal repeats	11	11	0.8788	NA	0	0	NA	NA
k141_3576310	7530	No terminal repeats	7	11	0.9096	NA	0	1.4549	NA	NA
k141_2843930	7529	No terminal repeats	16	11	0.8963	NA	0	0	NA	NA
k141_2866601	7527	No terminal repeats	7	11	0.8021	NA	0	1.1759	NA	NA
k141_1392352	7526	No terminal repeats	9	11	0.8908	NA	0	0.3553	NA	NA
k141_3077824	7525	No terminal repeats	7	11	0.9233	NA	1	0.9963	NA	NA
k141_2809797	7523	No terminal repeats	12	11	0.8955	NA	0	2.8131	NA	NA
k141_788758	7519	No terminal repeats	6	11	0.7869	NA	0	0.8055	NA	NA
k141_1155825	7515	No terminal repeats	10	11	0.9624	NA	0	0.9296	NA	NA
k141_1088565	7510	No terminal repeats	7	11	0.8742	NA	0	0.5849	NA	NA
k141_3713482	7500	No terminal repeats	7	11	0.9466	NA	0	0.9077	NA	NA
k141_1072953	7500	No terminal repeats	10	11	0.726	NA	0	0	NA	NA
k141_2882489	7499	No terminal repeats	9	11	0.8977	NA	0	0	NA	NA
k141_2660605	7498	No terminal repeats	7	11	0.7339	NA	0	0	NA	NA
k141_2734717	7491	No terminal repeats	6	11	0.8114	NA	0	0.152	NA	NA
k141_2066815	7483	No terminal repeats	9	11	0.8196	NA	0	0.1661	NA	NF012174
k141_511239	7479	No terminal repeats	7	11	0.8203	NA	0	1.4036	NA	NA
k141_2581824	7471	No terminal repeats	10	11	0.8309	NA	0	0	NA	NA
k141_511486	7458	No terminal repeats	8	11	0.9218	NA	0	0.7995	NA	NA
k141_1844658	7458	No terminal repeats	10	11	0.8437	NA	0	0	NA	NA
k141_226886	7456	No terminal repeats	11	11	0.7839	NA	0	0	NA	NA
k141_2217890	7455	No terminal repeats	7	11	0.928	NA	0	1.0444	NA	NA
k141_2391748	7448	No terminal repeats	12	11	0.8416	NA	0	0	NA	NA
k141_1357878	7447	No terminal repeats	7	11	0.9936	NA	0	0.9682	NA	NF033087
k141_1200390	7435	No terminal repeats	11	11	0.901	NA	0	0.1286	NA	NA
k141_1879614	7434	No terminal repeats	7	11	0.8567	NA	0	0	NA	NA
k141_1819246	7433	No terminal repeats	9	11	0.9717	NA	0	2.5677	NA	NA
k141_523675	7429	No terminal repeats	10	11	0.8584	NA	0	0.152	NA	NA
k141_3122705	7428	No terminal repeats	10	11	0.847	NA	0	0	NA	NA
k141_2264373	7418	No terminal repeats	11	11	0.972	NA	0	0.4868	NA	NA
k141_3452585	7414	No terminal repeats	10	11	0.8258	NA	0	0.7824	NA	NF012174
k141_1289254	7412	No terminal repeats	8	11	0.743	NA	0	1.203	NA	NA
k141_2916460	7409	No terminal repeats	9	11	0.9827	NA	0	2.6191	NA	NA
k141_2630577	7407	No terminal repeats	4	11	0.8611	NA	0	0.6092	NA	NA
k141_2700307	7406	No terminal repeats	13	11	0.8687	NA	0	0	NA	NA
k141_1441414	7394	No terminal repeats	8	11	0.7465	NA	0	0	NA	NA
k141_2548345	7385	No terminal repeats	5	11	0.936	NA	0	0.0557	NA	NA
k141_1490838	7383	No terminal repeats	7	11	0.892	NA	0	0	NA	NA
k141_3018069	7381	No terminal repeats	9	11	0.7327	NA	0	0.1673	NA	NA
k141_1990839	7376	No terminal repeats	9	11	0.9123	NA	0	0.6785	NA	NA
k141_2355551	7373	No terminal repeats	10	11	0.8793	NA	0	0	NA	NA
k141_769357	7369	No terminal repeats	14	11	0.8918	NA	0	0	NA	NA
k141_1060369	7358	No terminal repeats	11	11	0.9713	NA	0	1.247	NA	NA
k141_1954411	7358	No terminal repeats	7	11	0.8895	NA	0	0	NA	NA
k141_2753718	7354	No terminal repeats	7	11	0.8755	NA	0	0	NA	NA
k141_181347	7352	No terminal repeats	10	11	0.8371	NA	1	0.8729	NA	NA
k141_3333828	7343	No terminal repeats	9	11	0.9676	NA	0	1.5057	NA	NA
k141_952203	7342	No terminal repeats	7	11	0.9742	NA	0	1.6379	NA	NA
k141_896350	7340	No terminal repeats	8	11	0.8811	NA	0	1.289	NA	NA
k141_2143586	7339	No terminal repeats	8	11	0.8548	NA	0	0	NA	NA
k141_3562864	7338	No terminal repeats	6	11	0.8671	NA	0	0.662	NA	NF033085
k141_2459904	7337	No terminal repeats	14	11	0.8744	NA	0	0	NA	NA
k141_1517117	7335	No terminal repeats	10	11	0.9838	NA	0	2.2773	NA	NA
k141_813096	7333	No terminal repeats	11	11	0.9611	NA	0	2.0354	NA	NA
k141_2695525	7328	No terminal repeats	6	11	0.9732	NA	0	1.7183	NA	NA
k141_1618559	7327	No terminal repeats	2	11	0.8119	NA	0	0.3181	NA	NA
k141_2963087	7324	No terminal repeats	10	11	0.906	NA	0	0.8074	NA	NA
k141_2144299	7321	No terminal repeats	8	11	0.8094	NA	0	0.2221	NA	NA
k141_124034	7312	No terminal repeats	7	11	0.7787	NA	0	0	NA	NA
k141_2285524	7305	No terminal repeats	4	11	0.8347	NA	0	0.896	NA	NA
k141_2467914	7296	No terminal repeats	8	11	0.8013	NA	0	0	NA	NA
k141_2303176	7296	No terminal repeats	10	11	0.7748	NA	0	0.7796	NA	NA
k141_1683236	7293	No terminal repeats	11	11	0.9275	NA	0	0.7661	NA	NA
k141_3052532	7290	No terminal repeats	8	11	0.9799	NA	0	2.4494	NA	NA
k141_12272	7286	No terminal repeats	9	11	0.8164	NA	0	0.1704	NA	NA
k141_2131998	7285	No terminal repeats	6	11	0.8145	NA	0	0.2417	NA	NA
k141_934849	7284	No terminal repeats	8	11	0.9047	NA	0	1.3109	NA	NA
k141_1907087	7284	No terminal repeats	8	11	0.8466	NA	0	1.2674	NA	NA
k141_3349527	7279	No terminal repeats	9	11	0.892	NA	0	0.9995	NA	NA
k141_3070585	7275	No terminal repeats	13	11	0.7385	NA	0	0	NA	NA
k141_2669186	7265	No terminal repeats	8	11	0.7978	NA	0	0	NA	NA
k141_3780455	7265	No terminal repeats	9	11	0.7042	NA	0	0	NA	NA
k141_551575	7263	No terminal repeats	11	11	0.7988	NA	0	0	NA	NA
k141_262857	7262	No terminal repeats	8	11	0.9132	NA	0	0.4719	NA	NA
k141_2861065	7260	No terminal repeats	13	11	0.7802	NA	0	0	NA	NA
k141_2927835	7257	No terminal repeats	13	11	0.9873	NA	0	2.3894	NA	NA
k141_2508112	7256	No terminal repeats	12	11	0.8998	NA	0	0	NA	NA
k141_3711558	7255	No terminal repeats	10	11	0.9487	NA	0	0.7365	NA	NA
k141_737667	7251	No terminal repeats	6	11	0.8092	NA	0	1.4402	NA	NA
k141_3702434	7249	No terminal repeats	14	11	0.9688	NA	0	1.6794	NA	NA
k141_2877287	7248	No terminal repeats	9	11	0.8715	NA	0	0	NA	NA
k141_199552	7247	No terminal repeats	7	11	0.932	NA	0	1.3525	NA	NA
k141_2480584	7246	No terminal repeats	8	11	0.9789	NA	0	3.3082	NA	NA
k141_486979	7242	No terminal repeats	10	11	0.8291	NA	0	0	NA	NA
k141_181383	7240	No terminal repeats	9	11	0.9639	NA	0	1.6747	NA	NA
k141_1079435	7238	No terminal repeats	7	11	0.9477	NA	0	1.7136	NA	NA
k141_3175455	7238	No terminal repeats	10	11	0.7544	NA	0	0	NA	NA
k141_2749761	7235	No terminal repeats	16	11	0.8317	NA	0	0	NA	NA
k141_2088039	7234	No terminal repeats	9	11	0.8289	NA	0	0	NA	NA
k141_2751093	7233	No terminal repeats	9	11	0.9791	NA	0	0.5528	NA	NA
k141_306928	7228	No terminal repeats	11	11	0.9429	NA	0	0.7195	NA	NA
k141_1861365	7227	No terminal repeats	8	11	0.9888	NA	0	3.7531	NA	NA
k141_1478740	7226	No terminal repeats	14	11	0.8355	NA	0	0	NA	NA
k141_2586151	7217	No terminal repeats	9	11	0.916	NA	0	0.3054	NA	NA
k141_2670644	7214	No terminal repeats	9	11	0.7015	NA	0	0	NA	NA
k141_2711709	7213	No terminal repeats	5	11	0.9406	NA	0	0.3532	NA	NA
k141_127552	7212	No terminal repeats	6	11	0.7695	NA	0	0.6534	NA	NA
k141_385375	7210	No terminal repeats	3	11	0.9777	NA	0	1.7183	NA	NA
k141_1634274	7207	No terminal repeats	8	11	0.892	NA	0	0.7389	NA	NA
k141_2063899	7193	No terminal repeats	8	11	0.8977	NA	0	0.3126	NA	NA
k141_2350074	7193	No terminal repeats	6	11	0.8407	NA	0	0.2972	NA	NA
k141_1341971	7192	No terminal repeats	12	11	0.9147	NA	0	0.056	NA	NA
k141_2142861	7191	No terminal repeats	12	11	0.9028	NA	0	0	NA	NA
k141_954750	7189	No terminal repeats	5	11	0.9677	NA	0	1.407	NA	NA
k141_3467844	7186	No terminal repeats	8	11	0.8855	NA	0	1.33	NA	NA
k141_3371601	7183	No terminal repeats	10	11	0.9225	NA	0	0.5965	NA	NA
k141_2154965	7174	No terminal repeats	5	11	0.8134	NA	0	0.5809	NA	NA
k141_2022226	7173	No terminal repeats	7	11	0.8995	NA	0	0.876	NA	NA
k141_995940	7169	No terminal repeats	3	11	0.7369	NA	0	0	NA	NA
k141_1325604	7166	No terminal repeats	12	11	0.7823	NA	0	1.157	NA	NA
k141_481270	7165	No terminal repeats	4	11	0.9208	NA	0	1.8203	NA	NA
k141_2080911	7163	No terminal repeats	12	11	0.9901	NA	0	3.0319	NA	NA
k141_1702248	7163	No terminal repeats	7	11	0.8852	NA	0	0.1401	NA	NA
k141_1352783	7161	No terminal repeats	8	11	0.9772	NA	0	0.6945	NA	NA
k141_655236	7160	No terminal repeats	7	11	0.8533	NA	0	0.6907	NA	NA
k141_2495713	7160	No terminal repeats	3	11	0.8448	NA	0	0.7974	NA	NA
k141_1788863	7154	No terminal repeats	11	11	0.9698	NA	0	2.8436	NA	NA
k141_3646252	7148	No terminal repeats	4	11	0.7665	NA	0	0	NA	NA
k141_40160	7147	No terminal repeats	7	11	0.9052	NA	0	1.1731	NA	NA
k141_1398735	7141	No terminal repeats	6	11	0.8595	NA	0	0.5771	NA	NA
k141_1271377	7140	No terminal repeats	9	11	0.8983	NA	0	0.3077	NA	NA
k141_1139136	7138	DTR	9	11	0.9222	NA	0	0.7258	NA	NA
k141_930130	7136	No terminal repeats	9	11	0.7883	NA	0	1.9818	NA	NA
k141_1495301	7135	No terminal repeats	11	11	0.95	NA	0	1.4528	NA	NA
k141_2787809	7133	No terminal repeats	5	11	0.8495	NA	0	0.5762	NA	NA
k141_3764196	7132	No terminal repeats	6	11	0.8674	NA	1	3.408	NA	NA
k141_1227640	7124	No terminal repeats	8	11	0.842	NA	0	0.889	NA	NA
k141_2263358	7121	No terminal repeats	9	11	0.966	NA	0	1.9746	NA	NA
k141_690149	7118	No terminal repeats	11	11	0.8188	NA	0	0	NA	NA
k141_3006252	7115	No terminal repeats	7	11	0.9888	NA	0	3.9868	NA	NA
k141_2875959	7115	No terminal repeats	9	11	0.8122	NA	0	0.4714	NA	NA
k141_849579	7115	No terminal repeats	9	11	0.7017	NA	0	0	NA	NA
k141_3285169	7114	No terminal repeats	11	11	0.8247	NA	0	0.8487	NA	NA
k141_1761238	7109	No terminal repeats	11	11	0.8641	NA	0	0	NA	NA
k141_2238671	7105	No terminal repeats	7	11	0.9531	NA	0	1.2518	NA	NA
k141_149539	7103	No terminal repeats	12	11	0.9786	NA	0	0.5256	NA	NA
k141_815547	7102	No terminal repeats	7	11	0.7492	NA	0	0.0424	NA	NA
k141_231427	7100	No terminal repeats	10	11	0.7071	NA	0	0	NA	NA
k141_1710477	7097	No terminal repeats	5	11	0.7648	NA	0	0	NA	NA
k141_2626252	7093	No terminal repeats	7	11	0.8697	NA	0	0	NA	NA
k141_2384341	7089	No terminal repeats	6	11	0.9046	NA	0	0.9302	NA	NA
k141_180540	7087	No terminal repeats	10	11	0.986	NA	0	0.4611	NA	NA
k141_1956577	7086	No terminal repeats	7	11	0.9406	NA	0	1.2802	NA	NA
k141_1452234	7086	No terminal repeats	5	11	0.7403	NA	0	0	NA	NA
k141_2976823	7082	No terminal repeats	6	11	0.9864	NA	0	3.3975	NA	NA
k141_352862	7079	No terminal repeats	12	11	0.9917	NA	0	5.1414	NA	NA
k141_1079828	7078	No terminal repeats	10	11	0.7221	NA	0	0	NA	NA
k141_301660	7076	No terminal repeats	15	11	0.9004	NA	0	0	NA	NA
k141_500776	7076	No terminal repeats	9	11	0.8695	NA	0	0	NA	NA
k141_3153256	7074	No terminal repeats	13	11	0.8685	NA	0	0	NA	NA
k141_2189512	7070	No terminal repeats	11	11	0.9136	NA	0	0.0026	NA	NA
k141_1426436	7065	No terminal repeats	8	11	0.9015	NA	0	0.8622	NA	NA
k141_1620730	7062	No terminal repeats	7	11	0.75	NA	0	0.7599	NA	NF000051
k141_1738583	7053	No terminal repeats	8	11	0.9444	NA	0	2.146	NA	NA
k141_2445809	7052	No terminal repeats	9	11	0.7247	NA	0	0.1759	NA	NA
k141_1844235	7044	No terminal repeats	12	11	0.8198	NA	0	0	NA	NA
k141_3403084	7034	No terminal repeats	8	11	0.8411	NA	0	0	NA	NA
k141_833143	7033	No terminal repeats	9	11	0.9745	NA	0	1.5048	NA	NA
k141_1938330	7033	No terminal repeats	9	11	0.7208	NA	0	0.4882	NA	NA
k141_3408855	7032	No terminal repeats	9	11	0.8922	NA	0	2.9258	NA	NA
k141_590438	7031	No terminal repeats	10	11	0.9721	NA	0	2.7409	NA	NA
k141_2594258	7029	No terminal repeats	7	11	0.8133	NA	0	0	NA	NA
k141_2979324	7026	No terminal repeats	7	11	0.8522	NA	0	0	NA	NA
k141_1103201	7024	No terminal repeats	4	11	0.9684	NA	0	1.3667	NA	NA
k141_2460962	7023	No terminal repeats	6	11	0.7112	NA	0	0.6078	NA	NA
k141_3335798	7022	No terminal repeats	9	11	0.7712	NA	0	0.4366	NA	NA
k141_1996179	7020	No terminal repeats	9	11	0.8038	NA	0	0	NA	NA
k141_1191189	7019	No terminal repeats	5	11	0.9551	NA	0	0.1729	NA	NA
k141_2390400	7019	No terminal repeats	8	11	0.7315	NA	0	0.5458	NA	NA
k141_333746	7015	No terminal repeats	11	11	0.82	NA	0	0	NA	NA
k141_2994541	7010	No terminal repeats	11	11	0.7809	NA	0	0	NA	NA
k141_3226934	7004	No terminal repeats	5	11	0.7543	NA	0	0	NA	NA
k141_1612072	7003	No terminal repeats	9	11	0.9467	NA	0	1.1863	NA	NA
k141_140136	7000	No terminal repeats	4	11	0.9167	NA	0	1.3199	NA	NA
k141_1121276	6999	No terminal repeats	6	11	0.8737	NA	0	0.5047	NA	NA
k141_12381	6998	No terminal repeats	9	11	0.8713	NA	0	1.4238	NA	NA
k141_2948634	6998	No terminal repeats	7	11	0.7155	NA	0	0	NA	NA
k141_340246	6996	No terminal repeats	7	11	0.7579	NA	0	1.5646	NA	NA
k141_362541	6982	No terminal repeats	4	11	0.8451	NA	0	0	NA	NA
k141_2736418	6979	No terminal repeats	11	11	0.8869	NA	0	0	NA	NA
k141_237757	6977	No terminal repeats	10	11	0.7416	NA	0	0	NA	NA
k141_1714250	6976	No terminal repeats	9	11	0.7945	NA	0	0	NA	NA
k141_2223673	6972	No terminal repeats	6	11	0.8798	NA	0	0	NA	NA
k141_6344	6972	No terminal repeats	6	11	0.8264	NA	0	0.2573	NA	NA
k141_1981665	6972	No terminal repeats	10	11	0.8097	NA	0	0	NA	NA
k141_3320428	6965	No terminal repeats	7	11	0.7315	NA	0	1.2043	NA	NA
k141_2587395	6964	No terminal repeats	9	11	0.9157	NA	0	1.571	NA	NA
k141_1309213	6963	No terminal repeats	7	11	0.8728	NA	0	0.8278	NA	NA
k141_3688860	6959	No terminal repeats	7	11	0.817	NA	0	0	NA	NA
k141_2301870	6958	No terminal repeats	10	11	0.7129	NA	0	0.1501	NA	NA
k141_2932993	6956	No terminal repeats	8	11	0.8104	NA	0	0.5249	NA	NF033135
k141_2199378	6955	No terminal repeats	12	11	0.8791	NA	0	0.6409	NA	NA
k141_252284	6952	No terminal repeats	8	11	0.9672	NA	0	0.5256	NA	NA
k141_1830995	6951	No terminal repeats	10	11	0.917	NA	0	2.8509	NA	NA
k141_2534142	6951	No terminal repeats	5	11	0.8389	NA	0	1.3359	NA	NA
k141_1308649	6948	No terminal repeats	10	11	0.7835	NA	0	0	NA	NA
k141_3197979	6947	No terminal repeats	8	11	0.9099	NA	0	0.6533	NA	NA
k141_1216992	6945	No terminal repeats	10	11	0.8796	NA	0	0	NA	NA
k141_3292067	6945	No terminal repeats	3	11	0.7238	NA	0	0.5959	NA	NA
k141_1793678	6940	No terminal repeats	8	11	0.9771	NA	0	2.8249	NA	NA
k141_2206434	6939	No terminal repeats	10	11	0.9931	NA	0	2.073	NA	NA
k141_1117317	6935	No terminal repeats	7	11	0.8905	NA	0	0	NA	NA
k141_891798	6934	No terminal repeats	7	11	0.9362	NA	0	0.5321	NA	NA
k141_1461268	6932	No terminal repeats	9	11	0.9854	NA	0	5.4259	NA	NA
k141_300765	6931	No terminal repeats	7	11	0.9326	NA	0	0.8814	NA	NA
k141_1131334	6929	No terminal repeats	7	11	0.9363	NA	0	0.7258	NA	NA
k141_2471874	6928	No terminal repeats	10	11	0.9774	NA	0	2.3622	NA	NA
k141_3447286	6926	No terminal repeats	5	11	0.7396	NA	0	0.3616	NA	NA
k141_129535	6923	No terminal repeats	11	11	0.7861	NA	0	0	NA	NA
k141_1606602	6917	No terminal repeats	9	11	0.8917	NA	0	1.6627	NA	NA
k141_3402403	6916	No terminal repeats	6	11	0.9917	NA	0	2.4869	NA	NA
k141_3395912	6914	No terminal repeats	8	11	0.9372	NA	0	1.7183	NA	NA
k141_3244648	6914	No terminal repeats	4	11	0.8562	NA	0	0.5451	NA	NA
k141_990038	6913	No terminal repeats	8	11	0.8006	NA	0	1.6721	NA	NF000095
k141_1050821	6912	No terminal repeats	10	11	0.9717	NA	0	0.4232	NA	NA
k141_146522	6909	No terminal repeats	8	11	0.9149	NA	0	0.778	NA	NA
k141_3789715	6902	No terminal repeats	7	11	0.8288	NA	0	0.2477	NA	NA
k141_735686	6901	No terminal repeats	7	11	0.8868	NA	0	0	NA	NA
k141_3462470	6900	No terminal repeats	7	11	0.7582	NA	0	2.337	NA	NA
k141_2045271	6899	No terminal repeats	10	11	0.9929	NA	0	2.3035	NA	NA
k141_1518206	6896	No terminal repeats	10	11	0.8265	NA	0	0	NA	NA
k141_3800455	6892	DTR	13	11	0.8206	NA	0	0	NA	NA
k141_2587762	6889	No terminal repeats	5	11	0.9627	NA	0	1.0695	NA	NA
k141_2106087	6889	No terminal repeats	8	11	0.9517	NA	0	1.2868	NA	NA
k141_1068068	6888	No terminal repeats	9	11	0.922	NA	0	1.3274	NA	NA
k141_2821063	6880	No terminal repeats	5	11	0.7634	NA	0	0	NA	NA
k141_420327	6880	No terminal repeats	7	11	0.7156	NA	0	0	NA	NA
k141_3067501	6873	No terminal repeats	9	11	0.9686	NA	0	1.8606	NA	NA
k141_1755927	6872	No terminal repeats	8	11	0.7033	NA	0	1.1205	NA	NA
k141_2456660	6868	No terminal repeats	7	11	0.8928	NA	0	0	NA	NA
k141_1721109	6867	No terminal repeats	7	11	0.8713	NA	0	0.0654	NA	NA
k141_2457874	6866	No terminal repeats	7	11	0.7798	NA	0	0.5397	NA	NA
k141_3118210	6860	ITR	10	11	0.7057	NA	0	0	NA	NA
k141_1136327	6841	No terminal repeats	8	11	0.9173	NA	0	1.2392	NA	NA
k141_1695070	6840	No terminal repeats	8	11	0.7627	NA	0	0.3024	NA	NF000493
k141_660590	6838	No terminal repeats	8	11	0.8936	NA	0	2.1284	NA	NA
k141_1624134	6837	No terminal repeats	8	11	0.8304	NA	0	0	NA	NA
k141_915517	6836	No terminal repeats	8	11	0.921	NA	0	1.2733	NA	NA
k141_20717	6834	No terminal repeats	8	11	0.8374	NA	0	0.0885	NA	NF000469
k141_3245751	6833	No terminal repeats	9	11	0.8257	NA	0	0.5694	NA	NA
k141_628427	6832	No terminal repeats	8	11	0.9444	NA	0	2.1362	NA	NA
k141_282420	6832	No terminal repeats	9	11	0.7875	NA	0	0.0249	NA	NA
k141_1723480	6826	No terminal repeats	7	11	0.7725	NA	0	0.0015	NA	NA
k141_2978636	6821	No terminal repeats	11	11	0.8448	NA	0	0	NA	NA
k141_2170822	6821	No terminal repeats	6	11	0.8343	NA	0	0.3163	NA	NA
k141_2622008	6819	No terminal repeats	6	11	0.7187	NA	0	0	NA	NA
k141_1972978	6814	No terminal repeats	12	11	0.9514	NA	2	2.9831	NA	NA
k141_3571079	6814	No terminal repeats	5	11	0.8638	NA	0	1.3613	NA	NA
k141_2694047	6812	No terminal repeats	9	11	0.9789	NA	0	0.3984	NA	NA
k141_2544735	6809	No terminal repeats	10	11	0.9638	NA	0	1.8292	NA	NA
k141_2684143	6807	No terminal repeats	7	11	0.8689	NA	0	0.9514	NA	NA
k141_536467	6806	No terminal repeats	17	11	0.8828	NA	0	0	NA	NA
k141_2769357	6806	No terminal repeats	8	11	0.8618	NA	0	0	NA	NA
k141_2502168	6805	No terminal repeats	15	11	0.9156	NA	0	0	NA	NA
k141_337347	6803	No terminal repeats	6	11	0.8412	NA	0	0.5357	NA	NA
k141_430178	6802	No terminal repeats	9	11	0.9826	NA	0	1.6544	NA	NA
k141_1672687	6801	No terminal repeats	6	11	0.7601	NA	0	0.1706	NA	NA
k141_1485995	6798	No terminal repeats	7	11	0.892	NA	0	1.1764	NA	NA
k141_2624364	6797	No terminal repeats	9	11	0.802	NA	0	0.7336	NA	NF000496
k141_2803759	6795	No terminal repeats	4	11	0.7761	NA	0	0	NA	NA
k141_487407	6794	No terminal repeats	13	11	0.8191	NA	0	0	NA	NA
k141_1793936	6793	No terminal repeats	7	11	0.8256	NA	0	0	NA	NA
k141_2761130	6791	No terminal repeats	11	11	0.8703	NA	0	0	NA	NA
k141_2943751	6790	No terminal repeats	7	11	0.8157	NA	0	0.3671	NA	NA
k141_569759	6788	No terminal repeats	8	11	0.7976	NA	0	1.6915	NA	NA
k141_2702373	6787	No terminal repeats	7	11	0.9236	NA	0	1.0207	NA	NA
k141_1371501	6787	No terminal repeats	8	11	0.7014	NA	1	1.8164	NA	NA
k141_1869849	6786	No terminal repeats	6	11	0.9168	NA	0	1.1958	NA	NA
k141_1648320	6785	No terminal repeats	5	11	0.7995	NA	0	1.5729	NA	NA
k141_3484787	6784	No terminal repeats	7	11	0.8441	NA	0	0	NA	NA
k141_3579716	6779	No terminal repeats	6	11	0.8927	NA	0	0.0079	NA	NA
k141_675750	6779	No terminal repeats	7	11	0.8783	NA	0	2.4414	NA	NA
k141_786821	6779	No terminal repeats	10	11	0.8028	NA	0	0	NA	NA
k141_1559368	6768	No terminal repeats	9	11	0.9491	NA	0	0.5614	NA	NA
k141_3236144	6768	No terminal repeats	10	11	0.8676	NA	0	0	NA	NA
k141_300618	6764	No terminal repeats	8	11	0.9592	NA	0	0.4153	NA	NA
k141_433444	6760	No terminal repeats	7	11	0.9802	NA	0	2.7316	NA	NA
k141_2052215	6760	No terminal repeats	8	11	0.8172	NA	0	0.5357	NA	NA
k141_1100782	6757	No terminal repeats	9	11	0.9725	NA	0	1.6709	NA	NA
k141_2150525	6746	No terminal repeats	6	11	0.8539	NA	0	0.6847	NA	NA
k141_3436199	6746	No terminal repeats	8	11	0.8144	NA	0	0.2533	NA	NA
k141_2920904	6745	No terminal repeats	8	11	0.8637	NA	0	0	NA	NA
k141_3386452	6744	No terminal repeats	10	11	0.9496	NA	0	1.9074	NA	NA
k141_2442168	6743	No terminal repeats	10	11	0.9118	NA	0	0.6664	NA	NA
k141_2983221	6742	No terminal repeats	8	11	0.9605	NA	0	3.9785	NA	NA
k141_2759537	6741	No terminal repeats	6	11	0.7527	NA	0	0.3208	NA	NA
k141_2627170	6737	No terminal repeats	7	11	0.8873	NA	0	0.1724	NA	NA
k141_2940275	6733	No terminal repeats	11	11	0.9848	NA	0	1.9992	NA	NA
k141_1911559	6733	No terminal repeats	10	11	0.8369	NA	0	1.9982	NA	NA
k141_3599692	6729	No terminal repeats	6	11	0.7217	NA	0	0.3074	NA	NF012174
k141_3275345	6727	No terminal repeats	8	11	0.7887	NA	0	1.0692	NA	NA
k141_3295706	6726	No terminal repeats	3	11	0.7817	NA	0	0	NA	NA
k141_1613027	6714	No terminal repeats	7	11	0.8936	NA	0	0.5257	NA	NA
k141_3224208	6714	No terminal repeats	7	11	0.8111	NA	0	0	NA	NA
k141_694396	6712	No terminal repeats	8	11	0.8199	NA	0	0	NA	NA
k141_3400666	6711	No terminal repeats	9	11	0.7675	NA	0	1.1015	NA	NA
k141_446943	6707	No terminal repeats	9	11	0.9893	NA	3	5.9926	NA	NA
k141_714131	6704	No terminal repeats	6	11	0.9866	NA	0	0.5002	NA	NA
